Axyz,Act
8.408257544,walking
9.859727228,walking
10.80882463,walking
11.6013832,walking
11.88955184,walking
11.87669051,walking
12.30020511,walking
13.97869576,walking
13.43165265,walking
10.91851689,walking
9.54147807,walking
9.074523867,walking
10.3985478,walking
10.98820755,walking
10.78138968,walking
9.344854774,walking
8.283521661,walking
7.500558523,walking
6.744894812,walking
6.589212787,walking
6.509015741,walking
6.307843831,walking
6.558705456,walking
7.464722278,walking
8.797730822,walking
9.02486937,walking
9.740379856,walking
12.08709077,walking
12.67382813,walking
12.89521343,walking
13.31022488,walking
13.6647293,walking
14.41354954,walking
14.697129,walking
15.30527452,walking
14.49577439,walking
12.57304363,walking
11.7111514,walking
10.43059242,walking
10.67101464,walking
11.18260804,walking
10.12065294,walking
9.27454196,walking
8.307886702,walking
7.845593895,walking
7.338871811,walking
7.476508202,walking
7.683793419,walking
7.673344344,walking
8.142940084,walking
8.52437599,walking
9.329175535,walking
9.873852051,walking
10.78374615,walking
11.4165234,walking
11.47053138,walking
10.95548184,walking
11.27064014,walking
13.0018604,walking
12.10092063,walking
10.8176345,walking
8.501003425,walking
8.379230514,walking
8.849086321,walking
10.70913719,walking
10.30615543,walking
9.270797393,walking
8.644176254,walking
7.177860437,walking
6.971541091,walking
7.382223376,walking
7.418506153,walking
7.515611356,walking
8.415862654,walking
8.959589174,walking
9.245739305,walking
9.963410334,walking
10.89043178,walking
11.82584091,walking
13.02621506,walking
13.75524204,walking
13.99162226,walking
15.36340498,walking
16.14302601,walking
16.02547358,walking
15.00266059,walking
12.9235172,walking
11.96322373,walking
11.37452215,walking
11.07989427,walking
10.87476318,walking
10.62352741,walking
8.974523203,walking
8.129937334,walking
7.28894306,walking
7.589531109,walking
7.580109724,walking
7.857814419,walking
8.441699088,walking
8.478882422,walking
8.834107939,walking
9.914981548,walking
10.85086944,walking
11.391834,walking
11.14860964,walking
10.55339638,walking
11.88406781,walking
12.46536862,walking
12.04322839,walking
10.33585255,walking
8.880065399,walking
8.815485026,walking
9.673880288,walking
10.24736544,walking
10.33808929,walking
9.735269215,walking
7.862117317,walking
7.181016675,walking
6.777075151,walking
7.083874252,walking
7.428641543,walking
7.758594989,walking
8.240566683,walking
10.28654606,walking
11.12852383,walking
11.7057997,walking
12.74914845,walking
13.64434565,walking
14.08982444,walking
13.65700314,walking
13.51646439,walking
14.5175647,walking
14.58684442,walking
14.00414772,walking
13.54494454,walking
12.40534886,walking
12.04878767,walking
11.59071076,walking
11.30343252,walking
11.30343252,walking
9.855318793,walking
8.723440912,walking
8.095789946,walking
8.029578459,walking
7.821339393,walking
7.784571782,walking
7.831641497,walking
8.011753787,walking
8.04811291,walking
8.064691845,walking
9.189169879,walking
10.02994234,walking
10.57410966,walking
10.73853548,walking
10.74524356,walking
11.18182311,walking
12.78277568,walking
11.90715972,walking
11.05078695,walking
9.320717505,walking
9.234547109,walking
9.404536993,walking
10.35698164,walking
10.50237666,walking
10.01458401,walking
10.01458401,walking
8.018444073,walking
6.457425829,walking
6.439115557,walking
6.949439541,walking
7.27088027,walking
7.864995452,walking
8.851018428,walking
9.812809992,walking
10.69635182,walking
11.47575393,walking
11.98666783,walking
13.4840083,walking
14.64246417,walking
14.30711163,walking
14.43963798,walking
15.45681663,walking
15.60447508,walking
14.7005707,walking
12.65854473,walking
11.54342773,walking
11.32640591,walking
11.57580763,walking
11.7070928,walking
11.39977569,walking
9.9095929,walking
7.930513688,walking
7.249967606,walking
7.249967606,walking
7.850689277,walking
7.944932721,walking
8.060231659,walking
8.090624794,walking
8.276078389,walking
8.721255613,walking
9.434080235,walking
9.95103522,walking
10.41199379,walking
10.58780085,walking
10.5747726,walking
11.09608297,walking
12.24864625,walking
12.5105635,walking
11.88058698,walking
9.543409403,walking
9.025520115,walking
9.481109425,walking
10.14114107,walking
10.53394139,walking
10.09029467,walking
9.352270994,walking
8.399829573,walking
6.990379719,walking
6.820630885,walking
6.848953633,walking
7.311809898,walking
7.96968297,walking
8.866486455,walking
9.723935073,walking
9.985425854,walking
10.55624951,walking
13.07303957,walking
13.57889934,walking
13.71666171,walking
14.46142665,walking
14.75846218,walking
15.194054,walking
15.61935309,walking
15.1409293,walking
13.58042366,walking
11.19918793,walking
10.98077893,walking
11.00408705,walking
11.06580177,walking
10.88281762,walking
10.41579402,walking
9.587589848,walking
8.031879809,walking
7.610370704,walking
7.605970977,walking
7.808708823,walking
7.873208832,walking
8.159752759,walking
8.607295745,walking
8.70082441,walking
8.84843735,walking
9.391718369,walking
10.40321031,walking
11.05298618,walking
10.25287861,walking
10.79344851,walking
11.72884392,walking
12.65109573,walking
10.81955974,walking
9.851740575,walking
9.474554582,walking
9.983396694,walking
10.85927468,walking
11.65715489,walking
11.09541201,walking
9.461923095,walking
7.452431551,walking
6.490814659,walking
6.254437258,walking
6.783781391,walking
7.249778989,walking
7.725534589,walking
9.251020564,walking
10.12016749,walking
10.84939252,walking
12.12144392,walking
13.16304206,walking
14.23052097,walking
14.40432356,walking
14.48135177,walking
14.79854811,walking
15.90856991,walking
15.78217133,walking
13.36906077,walking
