Axyz,Act
8.02777235,walking
9.050593295,walking
10.35332952,walking
10.33643065,walking
10.01928103,walking
9.563960613,walking
9.599712628,walking
10.51589804,walking
11.04790207,walking
11.74884561,walking
12.21281204,walking
12.46539197,walking
13.32347871,walking
12.64740951,walking
13.99455236,walking
14.81359239,walking
14.15114442,walking
13.76946281,walking
13.6303266,walking
14.01470843,walking
17.04990862,walking
15.57401161,walking
13.44633591,walking
13.72084297,walking
13.92150528,walking
11.30277818,walking
10.13012049,walking
9.324125549,walking
8.713611374,walking
6.484668766,walking
5.595015771,walking
5.325955909,walking
5.595754756,walking
5.373588325,walking
5.23816222,walking
6.310128969,walking
8.352969136,walking
12.16060929,walking
18.7333312,walking
26.11707189,walking
17.34383831,walking
9.727193011,walking
9.727193011,walking
14.74363623,walking
20.58621166,walking
21.5129343,walking
12.33460913,walking
8.053085666,walking
6.337933166,walking
9.3643021,walking
12.69351223,walking
15.9299453,walking
13.8495836,walking
9.475383166,walking
8.150815478,walking
8.159430035,walking
9.34429265,walking
10.71795393,walking
10.73449226,walking
9.363915032,walking
9.175200681,walking
8.91670747,walking
10.71815359,walking
11.18086702,walking
12.21865373,walking
12.58702657,walking
13.2478321,walking
13.36703191,walking
12.92982429,walking
14.41706866,walking
14.8199636,walking
14.11227039,walking
14.07013731,walking
14.0491415,walking
14.96951448,walking
16.77078346,walking
16.07064539,walking
12.94986267,walking
12.09744855,walking
12.27956956,walking
11.6566395,walking
10.23062967,walking
9.484590544,walking
8.553478155,walking
7.391342814,walking
6.661618887,walking
6.207944098,walking
6.196093305,walking
6.205440215,walking
5.758286539,walking
5.777276511,walking
6.515410721,walking
9.601853078,walking
17.40531014,walking
25.80169494,walking
19.66833553,walking
12.99443966,walking
6.38240083,walking
14.19623608,walking
21.35051204,walking
20.99134825,walking
9.082272598,walking
5.734555345,walking
8.384506307,walking
13.23497103,walking
13.63682194,walking
12.0923521,walking
11.28361297,walking
9.873799331,walking
8.932539691,walking
8.834783938,walking
10.31780766,walking
10.75598559,walking
10.63317489,walking
10.30482443,walking
9.718849138,walking
10.2799601,walking
10.81609943,walking
11.47700542,walking
11.83470437,walking
11.97712264,walking
12.87709827,walking
12.21381623,walking
12.78478179,walking
15.23206892,walking
14.60191572,walking
13.86914189,walking
13.67063454,walking
14.55073602,walking
16.01305256,walking
16.34693833,walking
13.82846735,walking
13.45429147,walking
13.37546311,walking
11.63810795,walking
11.04409542,walking
9.705220408,walking
8.683297542,walking
7.489699017,walking
6.680017025,walking
5.212441613,walking
5.803613049,walking
5.501083265,walking
5.422274388,walking
5.876348403,walking
6.658456875,walking
10.80998115,walking
16.6724857,walking
25.02384329,walking
19.84594357,walking
8.802094948,walking
3.946615375,walking
10.44239951,walking
19.43321886,walking
17.22918133,walking
11.16344011,walking
11.16344011,walking
4.44929044,walking
8.104694284,walking
14.70562881,walking
14.82046854,walking
12.11895799,walking
9.719187206,walking
8.12695643,walking
9.164311609,walking
10.42925309,walking
10.84734315,walking
10.97878179,walking
10.05070466,walking
9.749924644,walking
9.679979974,walking
10.42763611,walking
10.79807969,walking
11.43351647,walking
11.51716057,walking
11.88971377,walking
12.75486627,walking
12.69060782,walking
14.29597265,walking
14.81559437,walking
14.04246109,walking
13.70435307,walking
13.94734738,walking
14.50826059,walking
16.82176628,walking
16.30604007,walking
12.08351365,walking
11.93965732,walking
12.96785288,walking
13.53335058,walking
11.73874686,walking
10.19497433,walking
8.727299304,walking
8.319858773,walking
6.263194812,walking
5.377024067,walking
6.010315677,walking
6.159939953,walking
5.894896559,walking
5.766122395,walking
6.775034055,walking
10.16936863,walking
18.31184269,walking
26.90367493,walking
21.3423875,walking
11.0235552,walking
5.079134112,walking
6.111367171,walking
16.21262101,walking
20.19124471,walking
15.31252675,walking
7.006833076,walking
7.464456905,walking
9.635288448,walking
13.98453028,walking
15.0581448,walking
13.32646216,walking
12.54431509,walking
8.520984672,walking
8.041191245,walking
9.16273451,walking
10.53292005,walking
10.89040308,walking
10.46754805,walking
10.03697902,walking
9.255007834,walking
9.904584532,walking
10.84861399,walking
11.38336708,walking
12.05729208,walking
12.60788158,walking
13.01586663,walking
12.30765387,walking
13.57688168,walking
15.93902767,walking
14.21731098,walking
13.9723563,walking
14.06763361,walking
13.84563206,walking
15.39190921,walking
16.50180614,walking
13.55847669,walking
12.23681578,walking
13.36425122,walking
12.39674832,walking
10.90663883,walking
10.11068641,walking
8.631926414,walking
6.655494695,walking
5.65086259,walking
5.327388283,walking
6.224410811,walking
6.537280996,walking
5.636821266,walking
5.938069332,walking
7.057802076,walking
8.901506396,walking
16.98622934,walking
27.17056672,walking
24.61486882,walking
9.389739415,walking
5.561484924,walking
9.033527286,walking
19.48523629,walking
20.78926815,walking
11.65434,walking
5.540890247,walking
5.728956293,walking
8.971160403,walking
13.29494639,walking
13.61745117,walking
12.71956198,walking
10.8101838,walking
8.621684834,walking
8.336555354,walking
9.356718357,walking
10.09575366,walking
10.69340049,walking
10.26845849,walking
9.930613818,walking
9.805380561,walking
10.14926708,walking
10.80213589,walking
11.31707809,walking
11.841189,walking
11.56393943,walking
12.31296684,walking
12.23496586,walking
13.45246255,walking
14.90974323,walking
14.06361222,walking
14.03271252,walking
13.82596228,walking
14.30184625,walking
15.51166205,walking
16.06433402,walking
12.97143729,walking
11.82885922,walking
12.37659479,walking
12.39827504,walking
11.43280111,walking
10.51320939,walking
9.723111656,walking
7.988782522,walking
7.095416292,walking
5.819069985,walking
6.572818806,walking
6.61974182,walking
6.224163872,walking
5.833018552,walking
6.506887214,walking
7.33415083,walking
13.29279435,walking
22.0020518,walking
26.75338932,walking
13.37577436,walking
6.286339794,walking
5.594598443,walking
17.34937604,walking
21.62021558,walking
17.25228668,walking
6.945219717,walking
5.688322492,walking
10.81638783,walking
12.95314082,walking
