Axyz,Act
5.683098769,walking
4.866148343,walking
9.878328536,walking
21.18295878,walking
11.40973238,walking
8.796715762,walking
8.450400243,walking
7.855383429,walking
10.70527951,walking
11.54539513,walking
9.645363587,walking
8.637516931,walking
8.63568686,walking
9.894495552,walking
10.7038357,walking
10.63478601,walking
11.56075265,walking
12.65937642,walking
12.84650756,walking
12.67250772,walking
12.81650271,walking
13.36761048,walking
13.45307029,walking
16.65930657,walking
16.59801033,walking
16.36636212,walking
16.74352978,walking
14.60928997,walking
13.46926785,walking
11.77398104,walking
8.53217798,walking
7.19466892,walking
6.218458099,walking
4.014541037,walking
4.397978854,walking
5.20733484,walking
5.340010117,walking
5.201381577,walking
7.389855884,walking
9.894077974,walking
13.16240753,walking
15.67939788,walking
20.44682626,walking
15.01995716,walking
14.58447973,walking
20.34305045,walking
21.28084738,walking
5.908713537,walking
4.622007301,walking
3.917758452,walking
5.314893742,walking
20.91617829,walking
16.75584873,walking
11.65945399,walking
8.288958524,walking
7.60182714,walking
7.682451702,walking
11.22612211,walking
9.007230558,walking
8.258093331,walking
8.41219161,walking
9.164811686,walking
9.863404188,walking
10.45427499,walking
11.68169248,walking
12.42958076,walking
13.15469728,walking
13.17356617,walking
12.53434608,walking
13.73640334,walking
13.72556423,walking
12.72073034,walking
17.74866567,walking
17.31145225,walking
17.17414962,walking
16.04455647,walking
14.32635646,walking
11.03389818,walking
9.297043814,walking
7.003874858,walking
5.470294959,walking
4.722501281,walking
4.21790414,walking
5.138946158,walking
6.025034829,walking
5.931152648,walking
6.501486298,walking
7.808084301,walking
11.02993671,walking
16.58098225,walking
19.88026769,walking
19.09060793,walking
14.07090077,walking
17.06894171,walking
21.14128999,walking
11.45922293,walking
6.180768746,walking
4.789526889,walking
6.857138002,walking
18.4769258,walking
20.94613726,walking
10.10885977,walking
8.511455444,walking
8.840343462,walking
9.058894134,walking
11.13435989,walking
11.19141894,walking
8.323526047,walking
8.295304092,walking
8.487392961,walking
9.835321678,walking
10.59596384,walking
11.06320645,walking
12.31749368,walking
12.82915148,walking
12.83153375,walking
12.88271514,walking
13.58813133,walking
13.34710161,walking
13.30774233,walking
17.43550357,walking
15.98803556,walking
16.10180226,walking
16.68613778,walking
15.20861733,walking
12.45130041,walking
9.524506749,walking
8.334406884,walking
7.050090188,walking
3.912160486,walking
3.35768324,walking
4.633100138,walking
5.913414795,walking
5.52077106,walking
5.520690339,walking
7.469658311,walking
9.654577075,walking
11.90064751,walking
18.33552235,walking
17.46756106,walking
14.25092309,walking
16.37965433,walking
18.03412885,walking
21.04115838,walking
7.218280335,walking
5.725046209,walking
4.969405423,walking
4.854754954,walking
11.9746979,walking
12.78461952,walking
9.875182132,walking
9.291165168,walking
7.806520286,walking
10.20698385,walking
11.64851488,walking
9.876404578,walking
8.109684912,walking
8.65523574,walking
10.28996137,walking
10.803413,walking
10.41858326,walking
12.48395213,walking
12.63571757,walking
12.60264472,walking
12.536804,walking
12.27135256,walking
12.78104489,walking
12.49401626,walking
13.76244978,walking
17.37914626,walking
16.74240464,walking
16.80638348,walking
16.55024375,walking
13.98364193,walking
11.94326583,walking
9.262891311,walking
8.80645313,walking
7.289184475,walking
4.459850276,walking
4.284437171,walking
4.761179448,walking
4.923133288,walking
4.776045506,walking
5.208794397,walking
9.438433953,walking
11.62939204,walking
14.57977058,walking
19.62553665,walking
16.5326865,walking
12.53859853,walking
10.96241933,walking
18.25951865,walking
19.4868143,walking
14.3148578,walking
6.558236162,walking
5.71218372,walking
6.064231679,walking
18.21301776,walking
16.94133618,walking
12.22064125,walking
8.513101309,walking
8.310530937,walking
8.486669212,walking
11.01656294,walking
9.77760637,walking
8.857356808,walking
8.452014749,walking
8.831039549,walking
10.01341593,walking
10.3367142,walking
11.59666355,walking
12.32705273,walking
12.56436898,walking
12.83900329,walking
12.72503825,walking
13.19450949,walking
13.43425546,walking
17.03227492,walking
18.56298486,walking
16.97579558,walking
16.88716465,walking
16.11342925,walking
15.07323243,walking
11.54054261,walking
9.342668319,walking
7.998315968,walking
6.252373285,walking
5.316500486,walking
4.376375059,walking
5.095425915,walking
5.212225253,walking
4.982471449,walking
6.250964263,walking
8.829280491,walking
11.34089084,walking
18.89873158,walking
20.61680428,walking
16.10500055,walking
13.42541941,walking
17.80684876,walking
20.99572611,walking
15.36227158,walking
6.405592311,walking
4.903739361,walking
7.902420172,walking
15.14060449,walking
16.99072001,walking
11.60745869,walking
8.782571461,walking
8.648174019,walking
7.944636195,walking
11.01658786,walking
9.241598553,walking
8.182459175,walking
8.475379098,walking
9.320352519,walking
10.06283635,walking
10.95824738,walking
11.14274815,walking
12.62380324,walking
12.78607987,walking
12.79916495,walking
12.79972015,walking
13.63135901,walking
13.23281366,walking
16.0757641,walking
17.35171098,walking
16.50050838,walking
16.08237864,walking
16.29643198,walking
14.74925015,walking
12.77173214,walking
10.85750048,walking
9.612429779,walking
7.593844424,walking
4.437742003,walking
3.866631633,walking
4.264870992,walking
5.315107921,walking
4.962524447,walking
4.77898175,walking
7.830467309,walking
9.228994595,walking
14.42753641,walking
18.01154525,walking
19.04318672,walking
15.29371745,walking
15.09836281,walking
18.69006112,walking
19.65791565,walking
8.928209705,walking
6.998500363,walking
5.174024393,walking
13.97795505,walking
20.37914727,walking
15.31154502,walking
10.43550507,walking
8.262547477,walking
7.36839087,walking
9.419012483,walking
11.3678281,walking
8.682335981,walking
8.295874449,walking
8.562223087,walking
9.185979964,walking
10.19215999,walking
10.76512953,walking
11.40869178,walking
12.6193576,walking
12.6632149,walking
12.39995425,walking
12.1928001,walking
12.69646929,walking
13.21764629,walking
15.042665,walking
17.10199409,walking
16.75521474,walking
17.09613408,walking
16.63139468,walking
15.01570173,walking
11.89338589,walking
10.17973765,walking
8.873837556,walking
6.03269715,walking
4.393480756,walking
4.090349787,walking
4.39651354,walking
5.431980123,walking
5.625168281,walking
6.585946323,walking
8.682428864,walking
10.9849103,walking
17.22642022,walking
19.70723238,walking
17.30853185,walking
12.86516178,walking
16.1029972,walking
18.21191125,walking
15.77756765,walking
7.770935924,walking
6.423825086,walking
5.413496416,walking
11.45856974,walking
20.5448261,walking
12.18976686,walking
7.769520941,walking
7.623230558,walking
9.271448677,walking
11.24246726,walking
11.04265429,walking
8.365116944,walking
8.16193911,walking
8.578022442,walking
9.486169927,walking
10.80786509,walking
10.68603565,walking
12.33828394,walking
12.66986363,walking
12.51544609,walking
12.63535661,walking
13.2229722,walking
13.56197552,walking
13.00916021,walking
17.3953941,walking
17.12682049,walking
16.7988593,walking
16.4460608,walking
15.40779721,walking
13.89819138,walking
11.0049537,walking
9.342944674,walking
7.111266733,walking
5.28559186,walking
4.187921174,walking
4.101169011,walking
4.586615682,walking
5.049795308,walking
4.970681043,walking
5.713923193,walking
10.99594164,walking
12.43436789,walking
16.95027722,walking
19.11126115,walking
13.77457551,walking
13.86975851,walking
18.56458791,walking
20.15645243,walking
13.75248731,walking
5.165582649,walking
4.931095097,walking
5.148923966,walking
21.12259183,walking
17.5529827,walking
11.18342111,walking
7.695425735,walking
7.348401127,walking
8.986588916,walking
10.81198475,walking
11.18669243,walking
8.36430245,walking
8.120604618,walking
8.825949584,walking
9.749019115,walking
10.64744225,walking
10.74957829,walking
12.55936136,walking
12.58998986,walking
12.78494305,walking
12.68533671,walking
12.97508934,walking
13.23047687,walking
12.65715837,walking
16.34137413,walking
16.86720051,walking
16.97792713,walking
17.31260256,walking
15.50294253,walking
13.63340533,walking
12.42954838,walking
8.495775717,walking
7.039360827,walking
5.660550054,walking
3.728056474,walking
4.099988324,walking
4.993405648,walking
5.543206977,walking
5.349836815,walking
5.991248892,walking
9.537726032,walking
10.72663502,walking
15.18903793,walking
19.00892224,walking
15.56758578,walking
13.18052296,walking
17.43683585,walking
19.897992,walking
12.00876816,walking
6.706840419,walking
6.45936967,walking
5.255996234,walking
20.26119371,walking
19.29965046,walking
11.77560414,walking
8.085664208,walking
7.891860902,walking
7.16897657,walking
11.55572741,walking
9.968501239,walking
8.699611448,walking
8.381762532,walking
8.590557796,walking
9.865350757,walking
10.77961472,walking
10.83116464,walking
11.96489872,walking
12.76692209,walking
12.97112648,walking
12.7223631,walking
12.99751266,walking
13.56831986,walking
13.07178192,walking
17.14127545,walking
16.36919031,walking
16.63242214,walking
16.4109494,walking
15.14079945,walking
13.62901052,walking
10.83510608,walking
9.353066202,walking
6.974425246,walking
5.028962491,walking
4.004366531,walking
4.057904711,walking
4.957172916,walking
5.312471012,walking
5.374292066,walking
6.834664717,walking
8.246822004,walking
13.61241546,walking
17.69731663,walking
19.80390789,walking
13.60683584,walking
15.60962843,walking
19.48779916,walking
17.89855284,walking
8.511318129,walking
4.902323312,walking
4.095725926,walking
5.912682989,walking
21.82509904,walking
14.09467201,walking
9.081642226,walking
8.249587169,walking
7.641232401,walking
11.52537914,walking
10.38557605,walking
8.453443757,walking
8.051591266,walking
8.43763597,walking
9.541165711,walking
10.35337431,walking
10.74099165,walking
11.45145334,walking
12.71548311,walking
13.08795927,walking
12.61719095,walking
12.23635941,walking
13.18545159,walking
12.76975495,walking
13.31121323,walking
17.7971433,walking
17.48900774,walking
17.57313174,walking
16.41250011,walking
13.94580258,walking
12.60920411,walking
9.748567654,walking
8.883929037,walking
5.802567684,walking
4.86296632,walking
3.816914525,walking
4.859576527,walking
5.337160487,walking
5.467625402,walking
5.715472524,walking
7.570648209,walking
12.11764413,walking
14.31645868,walking
19.88823898,walking
14.53376171,walking
11.89923023,walking
12.81554029,walking
17.59613262,walking
18.52622927,walking
7.845018233,walking
5.930210061,walking
5.01052169,walking
7.069491989,walking
19.48149335,walking
15.00961302,walking
11.96681075,walking
8.459555419,walking
7.827760276,walking
10.78242279,walking
10.78242279,walking
10.78242279,walking
8.328605927,walking
8.581947643,walking
9.379209921,walking
10.6084253,walking
10.51221946,walking
11.65809665,walking
12.09202186,walking
12.31938386,walking
12.72367947,walking
12.41074964,walking
13.46744234,walking
13.37049736,walking
13.40999849,walking
15.44582054,walking
16.10392449,walking
16.53810712,walking
16.91909895,walking
14.12784379,walking
12.72529324,walking
11.87663883,walking
9.200739626,walking
7.919626445,walking
4.092227323,walking
3.881606246,walking
4.424197126,walking
5.706406481,walking
5.371238321,walking
5.173383,walking
6.711972629,walking
9.23487639,walking
13.89292747,walking
17.22636491,walking
18.67120441,walking
16.08055731,walking
14.35137386,walking
17.54914707,walking
17.67642948,walking
9.594879062,walking
7.10377772,walking
5.985583474,walking
6.488141986,walking
16.64800106,walking
19.90853969,walking
10.95024085,walking
8.529878328,walking
7.511802102,walking
9.877032093,walking
11.6649465,walking
10.51159767,walking
8.69955078,walking
8.544061175,walking
8.85377543,walking
9.359123112,walking
10.41979378,walking
10.58827473,walking
11.26535448,walking
12.45314785,walking
12.8781872,walking
12.5219975,walking
12.36935394,walking
13.352256,walking
12.79614015,walking
14.62968374,walking
15.61514097,walking
16.18608055,walking
16.79715424,walking
15.94705817,walking
14.05821861,walking
12.96188203,walking
9.65070596,walking
8.611030558,walking
7.336817574,walking
4.24898485,walking
4.119231698,walking
4.54849673,walking
5.778000009,walking
5.630982913,walking
5.515636205,walking
8.416239969,walking
9.785620891,walking
14.64819692,walking
18.38340868,walking
18.20509101,walking
15.4828639,walking
11.35875995,walking
14.19203827,walking
17.70302519,walking
16.41315604,walking
9.767016474,walking
5.890766805,walking
6.15152045,walking
7.91853751,walking
17.84542841,walking
14.48141053,walking
7.647555322,walking
6.858635193,walking
7.562041591,walking
10.61866684,walking
9.730869055,walking
8.728731181,walking
8.568476406,walking
8.919697511,walking
10.14055598,walking
10.43572647,walking
10.7881397,walking
11.92570022,walking
12.28291896,walking
12.62707198,walking
12.48759634,walking
12.32037904,walking
13.79598334,walking
13.19270308,walking
14.42897873,walking
16.12244436,walking
16.37800279,walking
16.62936479,walking
16.23282201,walking
13.11909737,walking
11.86537316,walking
9.482245733,walking
7.925879824,walking
6.908979852,walking
4.67798406,walking
4.390010494,walking
5.335710418,walking
5.755210159,walking
5.486869567,walking
5.983343882,walking
9.851252652,walking
11.85083059,walking
14.30668525,walking
17.43353747,walking
15.65534834,walking
13.74108031,walking
14.75582943,walking
19.75375818,walking
18.46629296,walking
5.54426162,walking
4.973491216,walking
4.100017391,walking
8.822952998,walking
21.45282742,walking
13.40744984,walking
8.155925727,walking
8.018114303,walking
7.319764629,walking
11.3325235,walking
10.60016148,walking
8.943864717,walking
8.344183391,walking
8.593743016,walking
9.03009373,walking
10.58797475,walking
10.4081609,walking
11.05089911,walking
12.2721449,walking
12.86681763,walking
12.643741,walking
13.25794854,walking
13.80498629,walking
13.72012463,walking
15.05714238,walking
15.77433819,walking
15.73121187,walking
16.36371599,walking
15.90841407,walking
14.43316045,walking
12.95237793,walking
10.61906571,walking
8.657668549,walking
5.339959744,walking
4.129930121,walking
3.802536418,walking
4.639984012,walking
5.619818093,walking
5.499907396,walking
5.843789177,walking
7.670460551,walking
9.832284078,walking
12.14758387,walking
19.41436866,walking
17.96065254,walking
13.50772624,walking
13.74359254,walking
16.395177,walking
16.06538193,walking
11.03212419,walking
7.590350037,walking
7.011560632,walking
7.522956149,walking
16.21454465,walking
17.24797312,walking
10.53372866,walking
8.950039475,walking
7.860698476,walking
8.425822697,walking
10.71795015,walking
10.48748318,walking
8.214708998,walking
8.158018391,walking
9.28073955,walking
9.757426283,walking
10.5182445,walking
10.96752857,walking
11.98108712,walking
12.07541428,walking
12.92448155,walking
